timestamp,sensor_id,sensor_type,value
2025-09-28 04:30:00,SalaA_OCC_1,occupancy,0.0
2025-09-28 04:30:00,SalaB_TEMP_1,temperature,20.87
2025-09-28 04:30:00,SalaB_LUX_1,luminosity,0.0
2025-09-28 04:30:00,SalaB_OCC_1,occupancy,0.0
2025-09-28 04:30:00,SalaC_TEMP_1,temperature,19.78
2025-09-28 04:30:00,SalaC_LUX_1,luminosity,0.0
2025-09-28 04:30:00,SalaC_OCC_1,occupancy,0.0
2025-09-28 04:45:00,SalaA_TEMP_1,temperature,20.6
2025-09-28 04:45:00,SalaA_LUX_1,luminosity,0.0
2025-09-28 04:45:00,SalaA_OCC_1,occupancy,0.0
2025-09-28 04:45:00,SalaB_TEMP_1,temperature,20.01
2025-09-28 04:45:00,SalaB_LUX_1,luminosity,0.0
2025-09-28 04:45:00,SalaB_OCC_1,occupancy,0.0
2025-09-28 04:45:00,SalaC_TEMP_1,temperature,20.87
2025-09-28 04:45:00,SalaC_LUX_1,luminosity,0.0
2025-09-28 04:45:00,SalaC_OCC_1,occupancy,0.0
2025-09-28 05:00:00,SalaA_TEMP_1,temperature,20.37
2025-09-28 05:00:00,SalaA_LUX_1,luminosity,0.0
2025-09-28 05:00:00,SalaA_OCC_1,occupancy,0.0
2025-09-28 05:00:00,SalaB_TEMP_1,temperature,19.5
2025-09-28 05:00:00,SalaB_LUX_1,luminosity,0.0
2025-09-28 05:00:00,SalaB_OCC_1,occupancy,0.0
2025-09-28 05:00:00,SalaC_TEMP_1,temperature,20.26
2025-09-28 05:00:00,SalaC_LUX_1,luminosity,0.0
2025-09-28 05:00:00,SalaC_OCC_1,occupancy,0.0
2025-09-28 05:15:00,SalaA_TEMP_1,temperature,19.74
2025-09-28 05:15:00,SalaA_LUX_1,luminosity,0.0
2025-09-28 05:15:00,SalaA_OCC_1,occupancy,1.0
2025-09-28 05:15:00,SalaB_TEMP_1,temperature,20.24
2025-09-28 05:15:00,SalaB_LUX_1,luminosity,0.0
2025-09-28 05:15:00,SalaB_OCC_1,occupancy,0.0
2025-09-28 05:15:00,SalaC_TEMP_1,temperature,19.99
2025-09-28 05:15:00,SalaC_LUX_1,luminosity,0.0
2025-09-28 05:15:00,SalaC_OCC_1,occupancy,0.0
2025-09-28 05:30:00,SalaA_TEMP_1,temperature,21.03
2025-09-28 05:30:00,SalaA_LUX_1,luminosity,0.0
2025-09-28 05:30:00,SalaA_OCC_1,occupancy,0.0
2025-09-28 05:30:00,SalaB_TEMP_1,temperature,20.44
2025-09-28 05:30:00,SalaB_LUX_1,luminosity,0.0
2025-09-28 05:30:00,SalaB_OCC_1,occupancy,0.0
2025-09-28 05:30:00,SalaC_TEMP_1,temperature,20.77
2025-09-28 05:30:00,SalaC_LUX_1,luminosity,0.0
2025-09-28 05:30:00,SalaC_OCC_1,occupancy,0.0
2025-09-28 05:45:00,SalaA_TEMP_1,temperature,20.54
2025-09-28 05:45:00,SalaA_LUX_1,luminosity,0.0
2025-09-28 05:45:00,SalaA_OCC_1,occupancy,0.0
2025-09-28 05:45:00,SalaB_TEMP_1,temperature,19.72
2025-09-28 05:45:00,SalaB_LUX_1,luminosity,0.0
2025-09-28 05:45:00,SalaB_OCC_1,occupancy,0.0
2025-09-28 05:45:00,SalaC_TEMP_1,temperature,19.06
2025-09-28 05:45:00,SalaC_LUX_1,luminosity,0.0
2025-09-28 05:45:00,SalaC_OCC_1,occupancy,0.0
2025-09-28 06:00:00,SalaA_TEMP_1,temperature,21.55
2025-09-28 06:00:00,SalaA_LUX_1,luminosity,0.0
2025-09-28 06:00:00,SalaA_OCC_1,occupancy,0.0
2025-09-28 06:00:00,SalaB_TEMP_1,temperature,21.73
2025-09-28 06:00:00,SalaB_LUX_1,luminosity,113.2
2025-09-28 06:00:00,SalaB_OCC_1,occupancy,0.0
2025-09-28 06:00:00,SalaC_TEMP_1,temperature,21.47
2025-09-28 06:00:00,SalaC_LUX_1,luminosity,195.0
2025-09-28 06:00:00,SalaC_OCC_1,occupancy,0.0
2025-09-28 06:15:00,SalaA_TEMP_1,temperature,21.31
2025-09-28 06:15:00,SalaA_LUX_1,luminosity,86.3
2025-09-28 06:15:00,SalaA_OCC_1,occupancy,0.0
2025-09-28 06:15:00,SalaB_TEMP_1,temperature,22.35
2025-09-28 06:15:00,SalaB_LUX_1,luminosity,63.3
2025-09-28 06:15:00,SalaB_OCC_1,occupancy,0.0
2025-09-28 06:15:00,SalaC_TEMP_1,temperature,21.15
2025-09-28 06:15:00,SalaC_LUX_1,luminosity,139.2
2025-09-28 06:15:00,SalaC_OCC_1,occupancy,0.0
2025-09-28 06:30:00,SalaA_TEMP_1,temperature,20.43
2025-09-28 06:30:00,SalaA_LUX_1,luminosity,10.0
2025-09-28 06:30:00,SalaA_OCC_1,occupancy,0.0
2025-09-28 06:30:00,SalaB_TEMP_1,temperature,21.99
2025-09-28 06:30:00,SalaB_LUX_1,luminosity,69.1
2025-09-28 06:30:00,SalaB_OCC_1,occupancy,1.0
2025-09-28 06:30:00,SalaC_TEMP_1,temperature,21.01
2025-09-28 06:30:00,SalaC_LUX_1,luminosity,204.2
2025-09-28 06:30:00,SalaC_OCC_1,occupancy,0.0
2025-09-28 06:45:00,SalaA_TEMP_1,temperature,20.42
2025-09-28 06:45:00,SalaA_LUX_1,luminosity,12.8
2025-09-28 06:45:00,SalaA_OCC_1,occupancy,0.0
2025-09-28 06:45:00,SalaB_TEMP_1,temperature,21.75
2025-09-28 06:45:00,SalaB_LUX_1,luminosity,171.7
2025-09-28 06:45:00,SalaB_OCC_1,occupancy,0.0
2025-09-28 06:45:00,SalaC_TEMP_1,temperature,22.24
2025-09-28 06:45:00,SalaC_LUX_1,luminosity,0.0
2025-09-28 06:45:00,SalaC_OCC_1,occupancy,0.0
2025-09-28 07:00:00,SalaA_TEMP_1,temperature,21.24
2025-09-28 07:00:00,SalaA_LUX_1,luminosity,331.9
2025-09-28 07:00:00,SalaA_OCC_1,occupancy,0.0
2025-09-28 07:00:00,SalaB_TEMP_1,temperature,20.24
2025-09-28 07:00:00,SalaB_LUX_1,luminosity,184.7
2025-09-28 07:00:00,SalaB_OCC_1,occupancy,0.0
2025-09-28 07:00:00,SalaC_TEMP_1,temperature,21.98
2025-09-28 07:00:00,SalaC_LUX_1,luminosity,242.7
2025-09-28 07:00:00,SalaC_OCC_1,occupancy,0.0
2025-09-28 07:15:00,SalaA_TEMP_1,temperature,21.42
2025-09-28 07:15:00,SalaA_LUX_1,luminosity,343.2
2025-09-28 07:15:00,SalaA_OCC_1,occupancy,0.0
2025-09-28 07:15:00,SalaB_TEMP_1,temperature,21.76
2025-09-28 07:15:00,SalaB_LUX_1,luminosity,295.1
2025-09-28 07:15:00,SalaB_OCC_1,occupancy,0.0
2025-09-28 07:15:00,SalaC_TEMP_1,temperature,21.25
2025-09-28 07:15:00,SalaC_LUX_1,luminosity,264.0
2025-09-28 07:15:00,SalaC_OCC_1,occupancy,0.0
2025-09-28 07:30:00,SalaA_TEMP_1,temperature,20.93
2025-09-28 07:30:00,SalaA_LUX_1,luminosity,256.3
2025-09-28 07:30:00,SalaA_OCC_1,occupancy,0.0
2025-09-28 07:30:00,SalaB_TEMP_1,temperature,21.62
2025-09-28 07:30:00,SalaB_LUX_1,luminosity,194.4
2025-09-28 07:30:00,SalaB_OCC_1,occupancy,0.0
2025-09-28 07:30:00,SalaC_TEMP_1,temperature,22.14
2025-09-28 07:30:00,SalaC_LUX_1,luminosity,376.8
2025-09-28 07:30:00,SalaC_OCC_1,occupancy,0.0
2025-09-28 07:45:00,SalaA_TEMP_1,temperature,21.28
2025-09-28 07:45:00,SalaA_LUX_1,luminosity,285.0
2025-09-28 07:45:00,SalaA_OCC_1,occupancy,0.0
2025-09-28 07:45:00,SalaB_TEMP_1,temperature,21.04
2025-09-28 07:45:00,SalaB_LUX_1,luminosity,194.1
2025-09-28 07:45:00,SalaB_OCC_1,occupancy,0.0
2025-09-28 07:45:00,SalaC_TEMP_1,temperature,22.21
2025-09-28 07:45:00,SalaC_LUX_1,luminosity,310.7
2025-09-28 07:45:00,SalaC_OCC_1,occupancy,0.0
2025-09-28 08:00:00,SalaA_TEMP_1,temperature,21.41
2025-09-28 08:00:00,SalaA_LUX_1,luminosity,549.4
2025-09-28 08:00:00,SalaA_OCC_1,occupancy,0.0
2025-09-28 08:00:00,SalaB_TEMP_1,temperature,22.05
2025-09-28 08:00:00,SalaB_LUX_1,luminosity,409.6
2025-09-28 08:00:00,SalaB_OCC_1,occupancy,0.0
2025-09-28 08:00:00,SalaC_TEMP_1,temperature,20.83
2025-09-28 08:00:00,SalaC_LUX_1,luminosity,509.7
2025-09-28 08:00:00,SalaC_OCC_1,occupancy,0.0
2025-09-28 08:15:00,SalaA_TEMP_1,temperature,21.43
2025-09-28 08:15:00,SalaA_LUX_1,luminosity,451.5
2025-09-28 08:15:00,SalaA_OCC_1,occupancy,1.0
2025-09-28 08:15:00,SalaB_TEMP_1,temperature,22.52
2025-09-28 08:15:00,SalaB_LUX_1,luminosity,315.1
2025-09-28 08:15:00,SalaB_OCC_1,occupancy,0.0
2025-09-28 08:15:00,SalaC_TEMP_1,temperature,22.32
2025-09-28 08:15:00,SalaC_LUX_1,luminosity,417.8
2025-09-28 08:15:00,SalaC_OCC_1,occupancy,0.0
2025-09-28 08:30:00,SalaA_TEMP_1,temperature,22.21
2025-09-28 08:30:00,SalaA_LUX_1,luminosity,467.3
2025-09-28 08:30:00,SalaA_OCC_1,occupancy,0.0
2025-09-28 08:30:00,SalaB_TEMP_1,temperature,21.3
2025-09-28 08:30:00,SalaB_LUX_1,luminosity,455.6
2025-09-28 08:30:00,SalaB_OCC_1,occupancy,0.0
2025-09-28 08:30:00,SalaC_TEMP_1,temperature,21.66
2025-09-28 08:30:00,SalaC_LUX_1,luminosity,346.9
2025-09-28 08:30:00,SalaC_OCC_1,occupancy,0.0
2025-09-28 08:45:00,SalaA_TEMP_1,temperature,21.55
2025-09-28 08:45:00,SalaA_LUX_1,luminosity,416.9
2025-09-28 08:45:00,SalaA_OCC_1,occupancy,0.0
2025-09-28 08:45:00,SalaB_TEMP_1,temperature,20.65
2025-09-28 08:45:00,SalaB_LUX_1,luminosity,435.3
2025-09-28 08:45:00,SalaB_OCC_1,occupancy,0.0
2025-09-28 08:45:00,SalaC_TEMP_1,temperature,20.51
2025-09-28 08:45:00,SalaC_LUX_1,luminosity,460.0
2025-09-28 08:45:00,SalaC_OCC_1,occupancy,0.0
2025-09-28 09:00:00,SalaA_TEMP_1,temperature,24.04
2025-09-28 09:00:00,SalaA_LUX_1,luminosity,594.4
2025-09-28 09:00:00,SalaA_OCC_1,occupancy,0.0
2025-09-28 09:00:00,SalaB_TEMP_1,temperature,23.1
2025-09-28 09:00:00,SalaB_LUX_1,luminosity,424.3
2025-09-28 09:00:00,SalaB_OCC_1,occupancy,0.0
2025-09-28 09:00:00,SalaC_TEMP_1,temperature,23.84
2025-09-28 09:00:00,SalaC_LUX_1,luminosity,533.3
2025-09-28 09:00:00,SalaC_OCC_1,occupancy,0.0
2025-09-28 09:15:00,SalaA_TEMP_1,temperature,24.14
2025-09-28 09:15:00,SalaA_LUX_1,luminosity,479.7
2025-09-28 09:15:00,SalaA_OCC_1,occupancy,0.0
2025-09-28 09:15:00,SalaB_TEMP_1,temperature,24.13
2025-09-28 09:15:00,SalaB_LUX_1,luminosity,598.1
2025-09-28 09:15:00,SalaB_OCC_1,occupancy,1.0
2025-09-28 09:15:00,SalaC_TEMP_1,temperature,23.6
2025-09-28 09:15:00,SalaC_LUX_1,luminosity,593.0
2025-09-28 09:15:00,SalaC_OCC_1,occupancy,0.0
2025-09-28 09:30:00,SalaA_TEMP_1,temperature,22.2
2025-09-28 09:30:00,SalaA_LUX_1,luminosity,533.5
2025-09-28 09:30:00,SalaA_OCC_1,occupancy,0.0
2025-09-28 09:30:00,SalaB_TEMP_1,temperature,24.18
2025-09-28 09:30:00,SalaB_LUX_1,luminosity,522.9
2025-09-28 09:30:00,SalaB_OCC_1,occupancy,0.0
2025-09-28 09:30:00,SalaC_TEMP_1,temperature,23.84
2025-09-28 09:30:00,SalaC_LUX_1,luminosity,535.3
2025-09-28 09:30:00,SalaC_OCC_1,occupancy,1.0
2025-09-28 09:45:00,SalaA_TEMP_1,temperature,23.93
2025-09-28 09:45:00,SalaA_LUX_1,luminosity,571.5
2025-09-28 09:45:00,SalaA_OCC_1,occupancy,0.0
2025-09-28 09:45:00,SalaB_TEMP_1,temperature,24.5
2025-09-28 09:45:00,SalaB_LUX_1,luminosity,419.7
2025-09-28 09:45:00,SalaB_OCC_1,occupancy,0.0
2025-09-28 09:45:00,SalaC_TEMP_1,temperature,23.08
2025-09-28 09:45:00,SalaC_LUX_1,luminosity,424.6
2025-09-28 09:45:00,SalaC_OCC_1,occupancy,0.0
2025-09-28 10:00:00,SalaA_TEMP_1,temperature,23.07
2025-09-28 10:00:00,SalaA_LUX_1,luminosity,607.5
2025-09-28 10:00:00,SalaA_OCC_1,occupancy,0.0
2025-09-28 10:00:00,SalaB_TEMP_1,temperature,24.06
2025-09-28 10:00:00,SalaB_LUX_1,luminosity,582.7
2025-09-28 10:00:00,SalaB_OCC_1,occupancy,1.0
2025-09-28 10:00:00,SalaC_TEMP_1,temperature,23.65
2025-09-28 10:00:00,SalaC_LUX_1,luminosity,602.6
2025-09-28 10:00:00,SalaC_OCC_1,occupancy,0.0
2025-09-28 10:15:00,SalaA_TEMP_1,temperature,22.8
2025-09-28 10:15:00,SalaA_LUX_1,luminosity,761.5
2025-09-28 10:15:00,SalaA_OCC_1,occupancy,1.0
2025-09-28 10:15:00,SalaB_TEMP_1,temperature,23.42
2025-09-28 10:15:00,SalaB_LUX_1,luminosity,713.0
2025-09-28 10:15:00,SalaB_OCC_1,occupancy,0.0
2025-09-28 10:15:00,SalaC_TEMP_1,temperature,22.52
2025-09-28 10:15:00,SalaC_LUX_1,luminosity,750.5
2025-09-28 10:15:00,SalaC_OCC_1,occupancy,1.0
2025-09-28 10:30:00,SalaA_TEMP_1,temperature,22.24
2025-09-28 10:30:00,SalaA_LUX_1,luminosity,639.8
2025-09-28 10:30:00,SalaA_OCC_1,occupancy,0.0
2025-09-28 10:30:00,SalaB_TEMP_1,temperature,23.67
2025-09-28 10:30:00,SalaB_LUX_1,luminosity,698.4
2025-09-28 10:30:00,SalaB_OCC_1,occupancy,0.0
2025-09-28 10:30:00,SalaC_TEMP_1,temperature,23.92
2025-09-28 10:30:00,SalaC_LUX_1,luminosity,488.7
2025-09-28 10:30:00,SalaC_OCC_1,occupancy,0.0
2025-09-28 10:45:00,SalaA_TEMP_1,temperature,23.31
2025-09-28 10:45:00,SalaA_LUX_1,luminosity,692.1
2025-09-28 10:45:00,SalaA_OCC_1,occupancy,0.0
2025-09-28 10:45:00,SalaB_TEMP_1,temperature,23.75
2025-09-28 10:45:00,SalaB_LUX_1,luminosity,502.9
2025-09-28 10:45:00,SalaB_OCC_1,occupancy,0.0
2025-09-28 10:45:00,SalaC_TEMP_1,temperature,23.89
2025-09-28 10:45:00,SalaC_LUX_1,luminosity,590.9
2025-09-28 10:45:00,SalaC_OCC_1,occupancy,0.0
2025-09-28 11:00:00,SalaA_TEMP_1,temperature,23.75
2025-09-28 11:00:00,SalaA_LUX_1,luminosity,660.6
2025-09-28 11:00:00,SalaA_OCC_1,occupancy,0.0
2025-09-28 11:00:00,SalaB_TEMP_1,temperature,22.81
2025-09-28 11:00:00,SalaB_LUX_1,luminosity,875.7
2025-09-28 11:00:00,SalaB_OCC_1,occupancy,0.0
2025-09-28 11:00:00,SalaC_TEMP_1,temperature,23.41
2025-09-28 11:00:00,SalaC_LUX_1,luminosity,566.2
2025-09-28 11:00:00,SalaC_OCC_1,occupancy,0.0
2025-09-28 11:15:00,SalaA_TEMP_1,temperature,23.1
2025-09-28 11:15:00,SalaA_LUX_1,luminosity,739.0
2025-09-28 11:15:00,SalaA_OCC_1,occupancy,0.0
2025-09-28 11:15:00,SalaB_TEMP_1,temperature,22.2
2025-09-28 11:15:00,SalaB_LUX_1,luminosity,846.0
2025-09-28 11:15:00,SalaB_OCC_1,occupancy,0.0
2025-09-28 11:15:00,SalaC_TEMP_1,temperature,24.36
2025-09-28 11:15:00,SalaC_LUX_1,luminosity,766.8
2025-09-28 11:15:00,SalaC_OCC_1,occupancy,1.0
2025-09-28 11:30:00,SalaA_TEMP_1,temperature,23.25
2025-09-28 11:30:00,SalaA_LUX_1,luminosity,743.7
2025-09-28 11:30:00,SalaA_OCC_1,occupancy,0.0
2025-09-28 11:30:00,SalaB_TEMP_1,temperature,23.04
2025-09-28 11:30:00,SalaB_LUX_1,luminosity,861.3
2025-09-28 11:30:00,SalaB_OCC_1,occupancy,0.0
2025-09-28 11:30:00,SalaC_TEMP_1,temperature,23.88
2025-09-28 11:30:00,SalaC_LUX_1,luminosity,760.2
2025-09-28 11:30:00,SalaC_OCC_1,occupancy,0.0
